text,true_label,chatgpt_prediction
"Dzimis pusmuižas nomnieka (agrāk skolotāja) ģimenē. 1925. gadā beidzis Limbažu vidusskolu. Strādājis Rīgā par ierēdni pastā (1925 - 1929) un Centralajā kopējā slimo kasē (1929 - 1934). Pirmā publikācija - dzejolis ""Stāsts"" laikraksta ""Sociāldemokrāts"" literārajā pielikumā ""Literatūra un Dzīve"" 1927. gadā. Piedalījies Strādnieku teātra darbā un lasījis lekcijas par literatūru Tautas augstskolā. Studējis Latvijas Universitātē - dabaszinības (1926) un tieslietas (1932 - 1937) - ieguvis jurista diplomu. Atsācis darbu pastā (1937 - 1940).",lav,lav
'O 1 'e màrzo è 'o 60° juorno 'e ll'anno secunno 'o calannario greguriano ('o 61° ' int''e l'anne bisestile). Ammancano 305 journe p''a fine 'e ll'anno.,nap,nap
"Obesithathu ubuKumkani yaba bobombutho waseJamani iNazi; owathatha iminyaka eli-12, ukusukela ngomyaka ka-1933 ukuya kumnyaka ka-1945.[15] Baqala emva kokuba uHitler wathi wabekwa njengentloko kaRhulumente. Ngomhla wama-23 kuMatshi ngo-1933, ipalamente (eyayibizwa ngokuba yi-Reichstag) yamisa umthetho ekwakusithiwa yi-Enabling Act, yile mithetho eyenza okokuba urhulumente kaHitler enze imithetho yayo ngokwayo ngaphandle kkokonganyelwa yi-Reichstag. Oku kwamenza okokuba abenegunya lolawulo lolupheleleyo lwalo rhulumente. [16]singatsho ngokupheleleyo okokuba uHitler wabanguzwilakhe kulawulo lwakhe.",xho,xho
بیر چوخ یازیلاری دا اسکیت‌لر حاققیندا تورک عالیم‌لری یازمیشلار . بونلاردان بیری حسن آتا ابن ملا محمد العباشی دیر. او، تاریخ قوم ترکی آدلی اثرینی ۱۹۰۹ ایلینده یوفادان نشر ائده رک بیر بؤلومونو ساکا تورکلری آدلی بؤلومونده اونلارین تورک اوْلدوقلارینی اثبات ائدیر. بۇ اثر اسکیت لرین تورک اوْلدوقلارینی اثبات ائده ن ایلک قایناقلاردان ساییلیر. س. م. آراسلی اوْرتا آسیا آدلی اثرینی ۱۹۳۰ دا آنکارادا نشر ائتدیریر. یازار بۇ اثرینده اسکیت لرله بیر اتورک قبیله‌سی کیمی یاناشیر. او، یازیلی قایناقلاردان علاوه اسکیت لرین دبلری و عنعنه‌لرینی آراشدیریب تورک قبیله‌لریله بیرگه کولتور صاحیبی اوْلدوغونو گؤسته‌ریر. بۇ اورتاق کولتور و عنعنه‌لری اونون اوچون ده‌یرلی بیر وثیقه سلییلیر. او، تورک توپلوقلاری‌نین اؤزه‌للیک‌لرینی آراشدیریر و باشقا سویلار و دیللره مالیک اوْلان قبیله‌لر ایله توتوشدوردوقدان سوْنرا، اسکیت‌لرین تام تورک اوْلدوقلارینا ثبوتلار گتیریر. ا. سلیمانف ۱۹۷۰ ایلینده قازاق ادبیاتی اثرینده اسکیت‌لری تورک ساییر و مختلف قایناقلارا دا اشاره ائدیر. او، اؤزه-للیکله ۱۹۷۰ ده آرخئولوژی قازینتی لاردان الده ائدیلن یازیلاری آراشدیرمیش و بئله بیر قناعته گلمیشدیر. ک. آ. آلیشف دا ۱۹۷۸ ده مسکووادا بیر کتاب نشر ائده رک آرخئولوژی سندلره دایانیر و اسکیت‌لری بوتونلوکله تورک بیلیر. م. سیدُف دا بیر سیرا مجسمه‌لر اساسیندا و تورک ائتنوسلارین عنعنه‌لریله بیرلشدیریلمیش کولتورلره آرخالانیب ساکالارین تورک اوْلدوغونا نظر وئریر. سیدف ۱۹۸۲جی ایلده اوْلدوز درگیسینده بیر چوخلو مقاله‌لر یازیب علمی آراشدیرمالار ایره‌لی سورور.,azb,azj
"Սինգապուրի առջև ծառացած խնդիրները՝ բնական պաշարների բացակայությունը, ջրամատակարարումը, որ հիմնականում բերվում էր Մալայզիայից, շատ սահմանափակ պաշտպանողական հնարավորությունները, մարտահրավերներ էին, որոնց առերեսվեցին Լին և ձևավորվող կառավարությունը։",hye,hye
"»Jos minun pitäisi nimetä kolme runoilijaa, joita olen lukenut alkukielellä ja jotka ovat saaneet kielensä soimaan ainutlaatuisella tavalla, sanoisin että Homeroksen kreikalle, Puškinin venäjälle ja Eino Leinon suomelle mikään ei vedä vertoja.»(Musiikkikriitikko Seppo Heikinheimo muistelmateoksessaan Mätämunan muistelmat (1997), s. 162)",fin,fin
"Al è interessant il fat che il sintoisim nol à un fondadôr ni une dotrine formâl, dome çontraviers rîts e fiestis a promovin l'armonie de comunitât.",fur,fur
1884年清朝同法國因為越南問題開炮，派劉銘傳去臺灣擔旗，滬尾大捷中成功驅趕法軍。1885年，清朝設立臺灣省，由劉銘傳出任臺灣首任巡撫，整理軍備，同時整咗唔少基礎設施，由佢督臺期間，臺灣第一條鐵路開通，由基隆港開到新竹，亦鋪設臺灣同福建之間第一條跨海電纜，建立咗電報局、煤務局、鐵路局，令臺灣短短五年間成為中國先進省份。但劉銘傳政府嘅唔廉潔，亦無考慮臺灣財政負擔能力，導致唔少民怨，1889年彰化就因為清田賦問題而爆發施九緞事件。,zh-yue,yue
Díí atsá éí łigai dóó dibéłchíʼíigo yistłʼin dóó łikizh; bitʼaʼyaadę́ę́ʼ éí tʼóó łigai; biteel éí łigai dóó łizhingo noodǫ́ǫ́z. Bitsʼíís éí 20–25di inch áníłtso łeh; 1–4di dahidídloʼ áníłdáás.,nav,nav
"Giovanni Levi (Università Ca'Foscari - Italy): Violence and resistance in cultural transmission, YouTube, публикуван от CHAM - Centro de História d'Aquém e d'Além-Mar на 9.12.2015 г.",bul,bul
"Кырыс сир (нууч. Целина) — оччо туттуллубат (холобур, бурдук ыһыытыгар) куйаар сир. Сэбиэскэй Сойуус саҕана 1954—1960 сылларга Казахстааҥҥа, Волгаҕа, Сибииргэ, Ураалга уонна Уһук Илин баар сирдэри таҥастаан, тиэрэн, туһаҕа таһаарар күүстээх хамсааһын үөдүйэ сылдьыбыта.",sah,sah
"Pakutanga pandainyora nhau idzi ndaiti ndiri kunatsa asi zvino mupfungwa nemoyo zvaramba kugamuchirika wena. Ini ndakazvinyora ndini ndabvisa nokuti mumoyo mangu ndaona zvisingawirirane netsika dzedu sevanhu uye neshoko raMwari. Anenge ada kudzorera chinyora zvako zvepfungwa dzako, vanobvunza vagobvunza iwe, vanotonga vagotonga iwe. Ini ndabuda munyaya yacho, handichada kuzvipamhazve.",sna,sna
"Этнографсь шарфнесь мяль мокшетнень кяльснонды. Сон видеста корхтась, што мокшетнень ёткса рузыямась моли, но тя народсь сембе сяка ванфнесы эсь кяленц. Сон пачфни, што мокшаватне рузке корхтайхть сяда кальдявста, алятне сяда лац. Ауновский печатлась мокшень народнай ниле морот. Максфоль рузонь кяльс ётафтф текстське.",mdf,mdf
"Inwestor na wykonanie przedsięwzięcia przeznaczył 3,7 mld zł, natomiast oferty opiewały na kwoty od 4,1 do 6,1 mld zł. W związku z powyższym 28 kwietnia 2009 Rada m.st. Warszawy uchwaliła zmiany w budżecie miasta na 2009, zgodnie z którymi środki na budowę metra zostały podwyższone do kwoty pozwalającej na wykonanie zlecenia, natomiast 29 kwietnia zatwierdzono wybór najkorzystniejszej oferty. 18 maja komisja przetargowa oddaliła wszelkie protesty złożone w postępowaniu, natomiast 5 sierpnia prezes Urzędu Zamówień Publicznych zakończył pozytywnie kontrolę uprzednią zamówienia. 21 września Sąd Okręgowy w Warszawie na posiedzeniu niejawnym odrzucił skargę konsorcjum, którego liderem był Mostostal Warszawa, natomiast 13 października ten sam sąd odrzucił skargę konsorcjum z China Overseas Engineering Group na czele na orzeczenie Krajowej Izby Odwoławczej przy Prezesie UZP. Tym samym zakończono procedurę odwoławczą i za najkorzystniejszą uznano ofertę konsorcjum Astaldi, Gülermak i PBDiM. 28 października w Sali Konferencyjnej Urzędu Dzielnicy Praga-Północ umowę na budowę centralnego odcinka II linii metra w Warszawie podpisali:",pol,pol
"De Canton d'Axat war bis Mäerz 2015 eng franséisch administrativ Andeelung am Arrondissement Limoux, am Departement Aude an der Regioun Occitanie. Bei der Kantonalreform vun 2014 gouf de Kanton ofgeschaaft.",ltz,ltz
"László Cholnoky finis la lernadon en Veszprém en 1917, poste li komencis labori en Kunmadaras en la apoteko. En 1924 li diplomiĝis en universitato en Budapeŝto, poste li eklaboris kaj ekinstruis en universitato de Pécs. Li studvojaĝis al Graz, kie li konatiĝis kun Fritz Pregl, poste li doktoriĝis en 1930, baldaŭe ankaŭ en 1952. Inter 1961-1964 li estis rektoro de universitato Pécs. Li esploris kune kun László Zechmeister. Li ricevis premion Kossuth en 1959.",epo,epo
"Lienen is 'n Wesfaalse gemeinte in de krink (Kreis) Kreis Steinfurt, te Noordrien-Wesfale (Duitsland). Mèt häör 73,44 km² en 8511 inwoeners (2014) heet 't 'n bevolkingsdeechte vaan 116 de veerkante kilometer.",lim,lim
"Медваж чисто коми памиллёэз аркмӧмась увтыр ниммезісь, кӧдна помын сулаліс -ег нето -ӧг: Гачегов, Волегов, Кочегов, Чажегов, Ужегов, Лунегов, Седегов, Отегов, Кузегов, Категов.",koi,koi
"ໃນ ອຸດສາຫະກຳ (industry), ພະລັງງານໄຟຟ້າ (electric power) ຈະໝາຍ ເຖິງ ຂະແໜງການທີ່ ທຳການຜະລິດ ແລະ ແຈກຢາຍ ກະແສໄຟຟ້າ ຫຼື ພະລັງງານໄຟຟ້າ. ການຜະລິດ ພະລັງງານໄຟຟ້າ ແມ່ນ ການປ່ຽນແປງ ພະລັງງານ ໃນ ຮູບອື່ນ ເຊັ່ນ ການໄຫຼຂອງນໍ້າ ທີ່ ເອີ້ນວ່າ ໄຟຟ້າພະລັງນໍ້າ(hydro power), ແລະ ຄວາມຮ້ອນຈາກການເຜົາໃໝ້ ທີ່ ເອີ້ນວ່າ ໄຟຟ້າພະລັງໄຟ ເປັນຕົ້ນ. ໂຮງງານຜະລິດໄຟຟ້າ ພະລັງນໍ້າ ທີ່ ໃຊ້ວິທີ ເຮັດເຂື່ອນກັນນໍ້າ ເພື່ອປ່ຽນພະລັງງານນໍ້າ ທີ່ ຕົກລົງມາພັດໄບພັດ ໃຫ້ ເປັນ ກະແສໄຟຟ້າ ແມ່ນ ເຂື່ອນໄຟຟ້ານໍ້າຕົກ. ໄຟຟ້າພະລັງໄຟ ແມ່ນ ການຜະລິດໄຟຟ້າ ໂດຍ ເຜົາ, ຖ່ານ(coal),​ນໍ້າມັນ(oil) ຫຼື ແມ່ນແຕ່ ຂີ້ເຫຍື້ອ ເຊັ່ນ ຢູ່ ປະເທດທີ່ພັດທະນາແລ້ວ ຄື ເຢຍລະມັນ ຫຼື ຍີ່ປຸ່ນ. ນອກຈາກນີ້​ ມັນຍັງມີ ການຜະລິດພະລັງງານໄຟຟ້າ ທີ່ ມີຄວາມອັນຕະລາຍສົມຄວນ ໃນການນຳໃຊ້ ເຊັ່ນ ໄຟຟ້າພະລັງປະລະມະນູ(atomic power), ແລະ ການຜະລິດ ທີ່ ເວົ້າກັນວ່າ ມີຜົນກະທົບໜ້ອຍ ຕໍ່ທຳມະຊາດ ເຊັ່ນ ໄຟຟ້າພະລັງລົມ(wind power),​ໄຟຟ້າພະລັງແສງຕາເວັນ(solar power) ແລະອື່ນໆ.",lao,lao
"“Man does not live by bread alone, but by every word that comes from the mouth of God” – Mt. 4:4. There is life in the word of God. Listen, Read, Meditate and Receive life in abundance.",kok,eng
"૨૦૦૮ - ૧૫ એપ્રિલ, ૨૦૦૮ના રોજ અણ્ણા હઝારેને વિશ્વબેન્ક તરફથી તેમની નોંધપાત્ર સમાજ સેવા માટે, જિટ ગિલ મેમોરિયલ એવોર્ડથી સમ્માનિત કરવામાં આવ્યા. તેમાં જણાવ્યા મુજબ: ""અણ્ણાએ સિદ્ધિગામને એક આદર્શ ગામ તરીકે સ્થાપ્યું છે વળી તેઓએ માહિતી અધિકારની લડત અને ભ્રષ્ટાચાર વિરુદ્ધ લડાઇ માટે મહત્વપૂર્ણ કાર્ય કર્યું છે."":",guj,guj
"Để có bề ngoài thực hơn, những diễn viên đóng vai Hoàng Phi Hồng phải là những võ sư đích thực. Người đầu tiên thủ vai này là Quan Đức Hưng - một diễn viên nhạc kịch Quảng Đông và là bậc thầy trong môn phái võ Bạch Hạc. Ngoài ra ông còn thành công trong nhiều phái võ khác, trong đó có cả Hồng gia phái. Ông đóng vai Hoàng Phi Hồng trong nhiều hồi của loạt phim hiệu quả này. Nhân cách của ông biểu thị đức hạnh của đạo lý Khổng giáo dưới tất cả mọi hình thái; đó là một đứa con tôn trọng quê hương quốc gia, tôn ti trật tự xã hội và gia đình. Những phim võ hiệp đó ca tụng đức khiêm cung, lòng trung thành, ý thức tôn sư trọng đạo và chỉ chiến đấu trong những trường hợp thực sự cần thiết. Quan Đức Hưng đã tạo ấn tượng tốt đẹp cho người xem về người anh hùng này. Một chi tiết ấn tượng của phim là trong một lần nhìn cặp gà chọi đấu nhau, Hoàng Phi Hồng nghĩ ra ngay đến cách giả gà để đối phó với thế trận con rết, sự sáng tạo này được công chúng hoan nghênh nhiệt liệt.",vie,vie
"ดาวฤกษ์ชนิดไฮเปอร์ไจแอนท์มีระดับความสว่างสูงยิ่งยวด ถึงหลายล้านเท่าของความส่องสว่างดวงอาทิตย์ทีเดียว และมีอุณหภูมิสูงมากระหว่าง 3,500 K ถึง 35,000 K มวลของดาวไฮเปอร์ไจแอนท์มีมหาศาล ทำให้ช่วงอายุของดาวนี้สั้นมากเมื่อพิจารณาในเส้นเวลาทางดาราศาสตร์ คือเพียงไม่กี่ล้านปีเท่านั้น เมื่อเทียบกับอายุของดาวฤกษ์อื่น เช่น ดวงอาทิตย์ของเรา ซึ่งมีอายุราวหมื่นล้านปี ด้วยเหตุนี้ ดาวไฮเปอร์ไจแอนท์จึงมีอยู่น้อยมาก ที่รู้จักกันในปัจจุบันนี้ก็มีเพียงไม่กี่ดวงเท่านั้น",tha,tha
